what,kind,bundleId,bundleVersion,description,time
java.version,sysinfo,,,"1.6.0_20",1303049533686
java.vm.info,sysinfo,,,"mixed mode, sharing",1303049533686
java.vm.name,sysinfo,,,"OpenJDK Client VM",1303049533686
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1303049533686
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1303049533686
java.vm.specification.version,sysinfo,,,"1.0",1303049533686
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1303049533686
java.vm.version,sysinfo,,,"19.0-b09",1303049533686
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303049535057
opened,view,org.tigris.subversion.subclipse.ui,1.0.5,"org.tigris.subversion.subclipse.ui.repository.RepositoriesView",1303049538916
opened,view,org.tigris.subversion.subclipse.ui,1.0.5,"org.tigris.subversion.subclipse.ui.history.HistoryView",1303049539045
activated,perspective,org.tigris.subversion.subclipse.ui,1.0.5,"org.tigris.subversion.subclipse.ui.svnPerspective",1303049539070
activated,view,org.tigris.subversion.subclipse.ui,1.0.5,"org.tigris.subversion.subclipse.ui.repository.RepositoriesView",1303049539073
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.perspectives.showPerspective",1303049539082
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.perspectives.showPerspective",1303049539082
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303049539097
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303049545868
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1303049626431
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303049635428
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303049643426
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303049645741
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303049645760
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303049661358
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303049661662
started,bundle,org.eclipse.jst.servlet.ui,1.1.404.v201101270100,"org.eclipse.jst.servlet.ui",1303049701170
started,bundle,org.eclipse.wst.jsdt.core,1.1.4.v201102102045,"org.eclipse.wst.jsdt.core",1303049701264
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1303049701299
started,bundle,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui",1303049701300
started,bundle,org.eclipse.jst.jee.ui,1.0.304.v201101272100,"org.eclipse.jst.jee.ui",1303049701309
started,bundle,org.eclipse.jst.j2ee.ui,1.1.404.v201101122300,"org.eclipse.jst.j2ee.ui",1303049701311
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.403.v201012020600,"org.eclipse.jst.j2ee.navigator.ui",1303049701313
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1303049701334
started,bundle,org.eclipse.wst.common.modulecore,1.2.5.v201101270100,"org.eclipse.wst.common.modulecore",1303049701337
started,bundle,org.eclipse.jst.j2ee.core,1.2.4.v201102101900,"org.eclipse.jst.j2ee.core",1303049701340
started,bundle,org.eclipse.jem,2.0.400.v201005110200,"org.eclipse.jem",1303049701348
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1303049701361
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1303049701362
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1303049701368
started,bundle,org.eclipse.jst.j2ee,1.1.404.v201102081800,"org.eclipse.jst.j2ee",1303049701384
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.core",1303049701719
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.201.v201011231540,"org.eclipse.jst.ws.jaxrs.core",1303049701722
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303049701782
started,bundle,org.eclipse.jst.common.frameworks,1.1.403.v201012160000,"org.eclipse.jst.common.frameworks",1303049702174
started,bundle,org.eclipse.jst.jee,1.0.302.v201101122300,"org.eclipse.jst.jee",1303049702314
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1303049702329
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1303049702391
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1303049702405
